#空格简
b_	所以
rkfk	面目一新
sgnm	鄂温克族
trtn	褴褛
plwn	荒僻
lvqc	床罩
tkmt	回车键
pggx	落潮
jjcd	先世
wmfh	代人受过
vmwr	根毛
bkgg	曾经沧海
sqnv	响雷
fbfk	妒嫉
qjrd	金玉其外
lkfx	自成一家
xvjf	徒孙
vddv	攀折
dkdn	摇头摆尾
vbwv	楷体
lrvl	马棚
kxjy	瞎闹
hshb	歌谱
ymll	六腑
kvkn	立约
jxjj	问寒问暖
phms	劳驾
fxvk	一定之规
cvlw	悚然
wcbc	修心养性
flkw	武夫
wkwl	传代
klwv	练达
bbbj	师道尊严
wkdd	猩红热
hwsm	讽喻
vvky	桃李不言
ljcj	序文
nlhh	胡诌
ksks	羊皮纸
gfwq	滔天大罪
kkvx	冷眼相待
wxpn	倒栽葱
hhgc	词源
gpjr	满门
xdkk	宛转
srfd	忠烈
yqqn	玄奥
kbvc	凝思
whnq	凤冠霞帔
jlgy	明澈
yblw	岿然
fpnv	奸笑
nmhh	烦乱
flvw	一脉相传
vjfg	格物致知
fjkj	元音
kjpy	童子鸡
vkdh	相托
dvxj	拆字
mmkr	三人成虎
ntnn	烟霞
tlpt	合欢
djjc	气闷
xgls	害臊
gymd	酒令
lfpf	福无双至
jkxj	孤魂野鬼
lssm	各别
fjvt	形影相随
tvph	随带
fpvq	奸雄
kxvl	缩略
kkfv	组画
knvl	约略
wrrh	倏地
jpnt	旱烟
kvvt	立柜
vjyr	近朱者赤
lvgb	追赠
hkhf	弱冠
lsjb	切中时弊
mmvl	从略
vvnn	木栅
vynl	校尉
fhxd	学究
kcgr	成文法
tywh	褫夺
vqvf	雄兵
kbrl	进款
hfkt	冥顽不灵
jjfk	王孙
ksds	冲积
gffh	鹦鹉学舌
cgmd	顾念
wbhx	伴读
tfcd	隔世
wkxj	使不得
nvnf	竹楼
mhns	铁臂
lkxk	自裁
qhlw	幡然
mfhl	通敌
cyjf	离题
wdkm	狼疮
kfkg	纤尘不染
hbjk	弹子
rdtk	地主阶级
hjhj	冥冥
kkxl	青云直上
pmmh	苏铁
yjvm	生物界
htsp	急变
vvgs	枯枝败叶
slss	昏聩
hssp	乱哄哄
pdlr	电码
cjcg	悱恻
tbjb	圈阅
rhyt	地衣
nhhf	断语
bxno	虫灾
gbxb	水蛇
fwpf	天葬
jrjw	门阀
khrf	不谋其政
hfnk	语料
jmpb	晨钟暮鼓
nydf	丹砂
kxgx	红潮
khln	不可胜数
sdqn	手巾
tjcj	阳文
lytk	顿足
kfkw	病夫
hksi	讲习
slpw	昏花
pjtv	瓦匠
vynl	板胡
ydcr	言为心声
swkk	鄂伦春
xnqy	官署
nbkk	迟疑不决
svfq	别树一帜
hsjs	逸闻
jnpt	暗箭难防
jcwh	旷世奇才
kpnp	云蒸霞蔚
xdlw	宛然
wdxk	爽直
pwtv	花匠
wdgx	奇技淫巧
kskn	软骨头
jppb	闷葫芦
djds	揭破
djhm	控制论
hbjh	背时
kkkf	绒线
rrwm	志士仁人
gxgg	知彼知己
csga	战刀
dgfy	执法如山
gyjg	江山易改
njds	复种
hkxf	军徽
jbtj	最惠国
gkfp	洋奴
svso	吊胃口
ptjy	欢闹
gprp	刻苦耐劳
xxpp	重重叠叠
kvhj	不畏强暴
fndc	媚外
nqvj	壁垒森严
scsx	嘎吱
fskj	五音
bbjf	比量
hqhs	血象
rndf	声频
fmjk	奶子
hhkp	词缀
vgwk	核仁
xnnq	灾年
mkym	贫病交加
mhvy	三角板
xljk	直肠子
nkkf	眉睫
kktk	鼎足
hlkt	下自成蹊
ltmg	上颌
fsfh	一般见识
gywk	丢卒保车
ybnk	老粗
bfbm	蜉蝣
kxfk	纤小
wknx	毛细管
jwwr	毫毛
njmj	焊锡
nbnl	筛糠
trjk	褂子
hkxx	辞行
jmkq	豪放不羁
nwmv	笔力
tjvd	欠身
kbvf	蚀本
kytj	端阳
nwvp	笔友
hpdl	译码
jknv	暗笑
stck	呕心
hknv	失笑
glwb	满腹狐疑
xxhv	行色
ytjs	禀告
kwjk	缎子
pwva	干巴
brfm	归去来兮
sykj	叫春
dljk	码子
skkc	舟车
tjhk	匪军
ndpt	尽欢
tvhf	降格以求
ybpl	鸟兽散
sdfh	口授
lwwa	鹰犬
byxf	半老徐娘
fvkm	娇纵
bgvy	剪贴板
fnkn	当断不断
tjfd	国殇
gkgh	洋财
jnnp	暖烘烘
jndw	明火执仗
rwhh	虚词
dldf	指腹为婚
dvss	杂品
vmck	松快
pmhs	劝勉
hcbo	可怜虫
jrwj	衷曲
fdle	残月
ltnv	驱策
swsy	噗嗤
kgdl	转败为胜
xwcy	千依百顺
crlb	压服
lfhn	应许
sdfw	嘴尖
jjsi	熟习
cqfq	惜墨如金
jqbl	牛虻
hhsc	诨号
mwdf	方步
lgdm	切齿
fhmg	一触即溃
ksry	冲口而出
gvfm	刀兵
rvph	面有难色
fwdm	天良
dsvd	气味相投
nwms	笔架
pdvd	申斥
kxdc	不徇私情
vkvr	本乡本土
tndk	恩断义绝
hmlh	顶礼
ngnx	包管
sjyl	唱票
sxfl	吃穿用度
ckfw	心尖
bcht	雇农
vffk	有始无终
dxxn	名垂千古
sntv	皮匠
nplv	粪肥
lqhh	帛书
xksc	冒号
knsf	饱嗝
vmsc	根号
hhwd	冤仇
vwvw	李代桃僵
cxlw	惘然
mddm	令郎
mtpj	钦慕
klkp	络绎
nnrs	竹雕
whkn	大舌头
kkms	矍铄
spmy	喷薄欲出
vvsx	禁脔
xpxf	寒微
llxk	胳肢窝
xjnd	功高震主
djlw	未然
ppyr	黄麻
wgwm	大智大勇
plpq	藤萝
fdji	死鬼
ygjk	老婆子
kjck	春情
hsvf	歌本
kpjs	轩昂
gjdj	浩气
xjvp	字模
gpgl	汉民
jfdk	旦夕
fyxn	州官
pdnf	草屋
vnhd	灰浆
wxmf	奔命
rjjj	吉星高照
ldyn	马革裹尸
cskf	心口不一
wjkj	曲牌
nwnl	糟糠
pmkl	恭贺新禧
kxrj	红壤
lwfw	脑袋瓜
mnnw	族类
lhhb	胖乎乎
bhjk	蛾子
snsy	咕嘟
fcjk	鹞子
gkgd	潜泳
rrhv	基色
wywq	猪猡
kkfk	不绝如缕
rfgm	声如洪钟
nrrl	笑面虎
lfkp	肺痨
fhkp	受戒
wjvf	曲柄
sdlg	手提式
cqrk	惨境
fpwk	奸佞
msli	人氏
knwv	编年体
kpxn	不落窠臼
lkws	肥头大耳
pplj	花花肠子
nhfk	灯盏
nlrj	故旧
cnrr	卜卦
yjgj	山高水长
kfhk	奉天承运
pnkq	敬奉
kxdx	终南捷径
dwxb	颓丧
yvsp	生趣
xxjn	空暇
mkff	三纲五常
kfks	毒饵
cllb	慢腾腾
wbdm	货郎
kdgg	章则
pchv	难色
kmkc	纺车
jcgk	悲泣
xcya	巧言
xqkf	窗纱
lrvx	马鬃
vyjb	校阅
glhk	败军
xxfy	南无
pwbk	黄毛丫头
lnva	翘尾巴
xnss	灾患
fnlv	死乞白赖
gfrs	败絮其中
vcsc	思恋
wcxw	仆役
wqje	低能儿
dghk	永诀
lbfx	席卷一空
kykk	缫丝
hbhn	谐调
trvk	除旧布新
wqvv	何罪之有
xxhf	卖官鬻爵
rhlr	地脚
lvxf	条案
pdmx	由此及彼
xpfh	垂爱
yqck	幽情
yphr	反诘
gqsc	丢丑
gjvr	鸿鹄之志
fpwb	奴化
xffr	征尘
xnkx	工料
pmsc	电钮
lkmq	白头翁
gcmv	贴边
wdth	太君
ljcm	皇历
vlsw	桡骨
dbvh	紫杉
lwbd	各奔前程
myfv	人生如梦
khfn	绝灭
wwmc	风俗人情
jfnf	琐屑
yffd	后娘
htgs	急智
jqja	阎罗王
fhnk	娥眉
mjlg	分子式
sfkt	手到病除
mmtv	银匠
kkqn	青纱帐
hmmx	顶针
pkpk	又红又专
mfjw	通亮
xkjq	十进制
hkkt	久病成医
llfj	朋党
qxfk	金刚怒目
kvkf	细纱
ymlb	顺服
chxb	文以载道
yqvm	鸟枪
sjjs	喝问
hkpb	失节
vnsw	枯骨
wrdr	修持
thvf	合订本
vptb	横匾
srly	乐而忘返
wsxn	保甲
wcwv	仁心仁术
ptsw	邮船
dhtf	乘隙
dhxf	拉丁字母
ghkj	泛音
hhhn	诡诈
lpqu	神甫
kldl	静穆
jkgn	暗沟
cgdj	顾主
fmvw	妇人之仁
lsjk	兜子
bpks	蜡纸
tcsl	补遗
skfp	吃不开
ckpk	心甘
llwh	膘肥体壮
djxq	气窗
kllw	纯然
xshx	垂手可得
xblb	丧服
rnfr	声母
jrfg	就地正法
pmsq	茶盘
pwnv	干笑
sgdy	叨扰
vxhv	有案可查
mhng	放下屠刀
ytvw	收录机
hvhh	适才
scck	唯心
hhvm	词根
htlb	诓骗
xtfh	千恩万谢
xnfq	官爵
sssy	呱呱叫
kjlr	韵脚
kfqx	纱帽
wlrk	大祸临头
fjnh	光焰
ghdd	财势
ydyk	山峡
gpkl	汗青
gpyj	异教
kmdf	轻捷
hhvd	冤冤相报
fptp	嫁鸡随鸡
ytcy	禀性
fmsd	兴味
lpss	神聊
dcfy	外姓
txfy	恩重如山
yqmv	畜力
kkwk	瞳仁
tlsv	陈迹
rwbg	土货
krjj	不甚了了
fjlk	远祖
ntru	烟土
jvdb	果穗
gptw	洪恩
hhvc	才思
wpjs	借问
dhvd	掎角之势
ddsc	破折号
djsf	排印
fbhf	蚕食鲸吞
yksp	老眼昏花
hhkh	以强凌弱
ybjr	旁门
tbvw	圈椅
mhnv	铁箱
ghds	贬抑
wsnd	狗吃屎
mhgm	钉耙
wygt	信汇
kcgy	不吝赐教
lshk	白丁
gknv	赔笑
jfsk	孤舟
sfsm	拜别
gnry	泥垢
wrll	任其自然
tjjj	阳间
pwfd	干娘
fwfr	姨母
bysn	逆耳
qnnr	黑糊糊
msbx	钟鼓
rlnw	虚度年华
wghj	风流才子
fqwf	常例
crky	斋饭
kxgk	凄清
xwwd	宿仇
hmhs	顶事
lhkn	废话连篇
dbjk	掸子
ybxj	遁入空门
fykv	嫡亲
lxxc	七窍
jkxg	暗害
wdso	住口
ffbx	一无所得
krdf	春去秋来
kvhk	细弱
jdmt	儿郎
yqfc	鸟雀
mdkh	力透纸背
fwfd	无牵无挂
jrfj	日甚一日
sfsr	哭天喊地
prjl	圣明
wbxf	伴同
xpbb	寒蝉
hfkf	语病
kmgy	纵酒
dspg	积习难改
hhfw	弥天
fcck	亏心
bskr	总目
lxjk	式子
mfkf	余毒
rsmj	士别三日
xpri	寒士
fckr	死心眼
gfvd	登攀
xfdr	微末
cjxl	文宗
ddvh	振振有辞
hhlr	书社
dyhf	秽语
kxlw	凄然
nbdd	燧石
wxhm	达斡尔族
kgvl	悬梁刺股
rljk	款子
lybk	胜券
khys	不可言喻
wbvf	货栈
xxkt	刚直不阿
ddhp	扯谎
fmkw	兴头
psmg	苍翠欲滴
xpgy	支派
bmbo	益虫
vyrh	校勘
lsjd	自变量
hmhh	须弥
dmkh	杀人不见血
gtke	丰足
dcnf	外屋
xkgk	家贼
hdwd	争名夺利
vvkq	相思病
wxnv	狞笑
jpmx	日暮途穷
dfpg	摇荡
nkss	料器
jjkx	瑟缩
vqtl	雄图
hxvs	诬赖
glfm	败兴
fvtv	画匠
lxkk	驼绒
fdvn	死灰
ppvk	落花有意
nlbp	烧瓶
gdcd	涉世
ghvh	败军之将
pnpj	敬慕
ckkj	怀春
hvft	以身殉国
nwdy	古拙
xfgg	定则
jfds	量程
bcme	雅人
dnmn	九族
dhfm	乘兴
yvpy	玄之又玄
rrkb	面善
vybg	板牙
ktck	素心
ntgn	烟海
nmbc	粉蝶
ktjd	素日
fslf	逼视
ymhx	交谊
mmsw	坐骨
xpph	宽畅
sggh	昏沉沉
pkpd	蒺藜
ksvb	绳梯
hflj	语序
wnwx	独断独行
kqgg	悬梁
jhlh	柔肠
sfhn	哑谜
jvdv	闲杂
hkxm	请功
wykx	信差
tsjj	圆熟
tknn	裱糊
twmq	恩公
qfgf	罪恶滔天
mnks	钓饵
cjbg	惊疑
hrpr	诗圣
sfvf	印本
krwb	青面獠牙
fpa	正电
ppjf	黄花闺女
kmkv	连锅端
fpxm	怒容
bnvj	扁桃
dtnw	破除迷信
dtxm	外圆内方
hdhx	我为鱼肉
fddf	死硬
jjtg	选录
mmpg	丛刊
hxhd	计议
dywn	拙作
ptxj	欢宴
nkxj	数目字
vsjk	椽子
nlst	胡吹
ggxj	测字
pwcl	莽原
fvkm	画具
ssdd	吹吹打打
fjvt	万物之灵
xdkx	朝纲
xkhm	愚不可及
vpnk	横眉
swwv	骨朵
xqvq	帘布
dsdl	碍手碍脚
tvns	陡壁
drkl	乘其不备
jdhv	玉色
yrkm	麻纺
jhft	长舌妇
lkkh	自绝
gnfv	水粉画
gccm	泄恨
nkkq	层云
pwch	花厅
lslv	底肥
nfpc	繁难
vyyn	巴山夜雨
shkm	只可意会
dqxs	私囊
fjbg	一时半刻
dnjk	捅娄子
wvlx	体腔
mgwb	贫僧
ywcd	夜餐
hkpn	失敬
twkc	恩准
jhqd	阎罗
nykq	彤云
mplc	错处
svgk	耳根清净
wyjh	优柔
hhnj	书简
vylv	板床
gyji	赌鬼
ckwj	心曲
fvkp	画轴
hpdj	译稿
gskj	滑音
gfnp	短笛
xpxg	审察
vlvj	有条有理
mvvk	退走
fjfd	乳娘
ydxo	磨工
vpfd	横死
xvvr	安身之地
kxdn	红磷
rhdm	临危授命
dxvm	秧田
dcjk	稚子
vrvd	存身
ktwd	绘图仪
mfdh	三天打鱼
nbgj	炉温
sxsj	喧嚷
kxkk	不得善终
ghkm	渔轮
dvxw	杂役
tshk	回请
pkcp	药罐
jkxs	闭目塞听
clks	怕羞
knvl	成年累月
vchp	思谋
yknr	出头露面
synv	嗤笑
pkvl	药棉
kjfm	意兴
jkdh	暗探
rxxy	填鸭
nnkj	炎凉
mgrs	仓颉
mxkf	加官进爵
qlmk	黯然销魂
lpff	神妙
ckvy	点头之交
kdng	春秋笔法
yhgm	山顶洞人
pbjk	平辈
wtbx	何足道哉
wgvv	犯禁
dvmr	挥之即去
klvn	青灰
thhf	隐语
gdfl	刀鞘
vnkn	枯瘦
wlhm	信息论
ckxx	心窍
fbnn	姘居
hvji	色鬼
lbvw	禅机
jths	哀歌
cfrm	文如其人
mqjx	公制
xfxm	衙内
wwkx	狼奔豕突
wmfj	奋勇当先
kjnv	蠢笨
hsqj	免罪
jcnv	闷雷
mxpd	劲草
mjng	锡箔
mkyy	余音袅袅
gygy	涔涔
hskh	强辩
xfhc	安谧
phdq	营私
gyvf	赌本
cjhv	愧色
bpfd	迸裂
cgwg	情深似海
jjjq	孺子牛
lvjh	骄矜
gnbv	海兽
kfst	亲如手足
ghhd	浑蛋
hwhf	诳语
hkwf	下车伊始
hkvl	详略
gktf	丰姿
kxdd	红热
nsdb	壁报
kxnv	凄迷
klww	戎马倥偬
wsfh	何患无辞
vxjk	杠子
ghgv	沉渣
xvhm	宏论
nhwt	匆促
dmpn	良苦
xsww	颠鸾倒凤
hklg	飞泉
yswm	出口伤人
kjfj	韶光
lkmb	月轮
lvvm	追根
mhhn	三角函数
dpfg	多难兴邦
ktgk	饮泣
vdjw	木排
gpck	异心
mpmm	含苞欲放
dkxj	多音字
yrkf	麻线
lbqj	月半
ntjk	鼠辈
dvfg	希求
xmxv	内宾
sydj	吭气
vmmf	榆钱
lrhy	白面书生
hplh	承欢膝下
kgjk	二流子
fhcb	爱憎
hjjj	以暴易暴
fwvd	姨丈
yydj	龙生九子
bwsy	蜕化变质
lkpk	库藏
pnlc	苦处
qsdp	墨迹未干
cnvr	悔棋
vptm	横队
kxfr	纤尘
cytn	性灵
cfcs	怔忡
xdvf	同气相求
hmfd	急公好义
gxth	民富国强
qkjj	黑眼珠
hjby	承先启后
cmhh	历书
vdln	走为上策
fgkl	一清二白
mdgm	人为刀俎
twrl	阴曹地府
mxks	镇纸
kfhx	毒计
mkkl	针头线脑
kvmn	亲族
hvbj	寸有所长
wybj	大发慈悲
nvbg	尺有所短
gskk	溃决
thjr	隐衷
kgmj	绕梁三日
hdcv	疏懒
yykm	醉眼
pkqs	莲台
dgkr	积沙成塔
frrt	天塌地陷
hlcf	计上心来
vfsf	兵舰
sfll	拜望
ckgf	心浮
qymt	击键
xcjs	密告
cycx	忧愤
tvkf	随感
khgt	春色满园
kplv	戒条
vkvn	有头有尾
xdxd	彼此彼此
kwdr	威风扫地
kdvj	立此存照
pjys	节哀顺变
ghwl	知书达礼
ktlt	软驱
kbkq	凝眸
sqds	吊扣
pmky	茶饭
lwgp	广漠
fwfn	晋见
gpxn	流芳千古
mfhh	通书
mbjk	介子
ksnt	纸烟
mbjy	父慈子孝
wrrr	修面
dybf	捐弃前嫌
gfmn	渺无人烟
hqwd	血仇
dkmx	撞针
ssbl	品貌
ddkf	怨气冲天
kcmm	车铃
sqwj	盘曲
ydck	岩心
pkdy	藏拙
kkcj	差不离
mddk	邻接
sjhm	唯物论
nhgp	灯油
kmhn	纵谈
yqyf	峻峭
wwpw	凤仙花
wdhv	风色
dnjk	碾子
phxp	营寨
dxmf	插叙
cxch	慌里慌张
grkm	法轮
jhmn	非我族类
xspy	重峦叠嶂
nqmf	勾通
kjxm	音容
mlhf	钝角
bnsk	扁舟
cfff	百无一用
kwks	头绳
kvql	辐射能
dlww	气息奄奄
lndj	腹稿
yvxx	巡行
ktdd	不足为据
yftj	老顽固
vqpc	雄蕊
thvq	衬布
pffw	菜瓜
dnlh	愁肠
twdd	恩义
xjjr	牢门
klpg	绵薄
sxlb	喧腾
gftf	浅陋
lctl	脑际
bymw	朔方
wmxk	俗家
gvmx	刀枪剑戟
jmjr	朱门
sfmq	艄公
xmsb	安贫乐道
ppyf	蓬荜生辉
hkbj	触目皆是
ftgq	一团漆黑
ymyq	六畜
jpkg	旱冰
mxrg	人穷志短
ktvd	鼎足之势
dxwb	利害攸关
yvmg	炭盆
drdm	披坚执锐
bvyv	前思后想
wjpg	逛荡
bxpg	鼓荡
cccm	恼恨
qlnx	黑管
fwxw	求仁得仁
mrfd	垦殖
hswh	强似
kmlg	痛切
mqbq	公判
hnhb	调谐
lkvl	脱缰之马
vpgs	横波
nwdd	笔势
kfdd	病势
xrvl	同声相应
bppk	并蒂莲
pgpx	落英
brss	养虎遗患
qkpj	罪责难逃
cjqr	文墨
xsfs	千叮万嘱
wkrl	侧目而视
lylw	骠骑
vsnk	柳眉
bsng	喜雨
fdrj	一挥而就
sfvb	嗟来之食
fgjs	求告
dsjp	搬弄
xcxk	实心实意
nkdb	眉批
nwjg	故作高深
wsfm	保举
yvfj	言之无物
vsly	柳腰
jgwy	阔佬
cfhf	惯用语
dnjw	秋毫
vskm	杏眼
cdlw	粲然
lfvl	股掌之上
gkmf	洋钱
vfkw	兵戈
jfhh	量词
gyxv	酒徒
rwnf	虚数
vgnl	核糖
sysh	嘟噜
xthr	律诗
wfyx	夙兴夜寐
bttl	归降
yfgh	山光水色
cjns	文句
xmyb	空谷幽兰
tlpb	阴平
hgpt	承欢
khso	绝口
kqkk	绫罗绸缎
ljjd	月明星稀
bbww	蜷伏
wmxv	仿宋
mckw	分文不值
whhn	何许
dyfr	逝者如斯
dkcx	拈轻怕重
gjjk	汗珠子
fwdb	恶报
jkhf	豪语
kpgs	不平则鸣
cgth	恻隐
fxfd	婶娘
fxrj	焉得虎子
wqhh	傻话
dwtl	九曲回肠
hcmv	以文会友
nlgs	故知
fymy	一言既出
spkn	聘约
gfhh	沙弥
cnlx	颅腔
jvjx	琼楼玉宇
snwb	皮货
nvyb	笔走龙蛇
wnhm	借古讽今
lplm	庶务
cjfp	愠怒
vfhk	兵丁
gkxs	贼窝
yftb	要隘
fpgx	怒潮
dsyd	砾岩
sxfd	吃里爬外
sdwb	耶和华
vjsf	查哨
rwwh	虚像
khhh	辩才
htlm	急务
dssj	气哼哼
ykmd	言不及义
kjvh	蠢材
fjft	娼妇
gjpj	渴慕
gkbh	异端邪说
jtph	哀荣
fhkp	劣绅
kvxc	细巧
pnlj	苦胆
mdgf	人为财死
fbkw	姘头
khgs	产婆
kxxw	差役
vspp	杏黄
vtvw	枢机
stly	哈腰
hhhg	书函
cvkc	心灰意懒
hfkn	妆饰
crtk	怯阵
plnq	荒年
ktcd	素餐
kddr	绣鞋
qwhx	默读
yvkj	言之成理
lbvv	禅杖
pdxf	草寇
gkgl	贼赃
dwxv	此伏彼起
fmqc	奶罩
tskl	回绕
dpsr	抽噎
ghgd	酒色财气
jdjb	日班
kyms	绞架
pnxf	苟安
mfhn	叙谈
qsts	黑咕隆咚
wnji	做鬼
mckt	贪心不足
sxyq	鄙弃
tghp	四海升平
xgkf	害病
bbdv	蚍蜉撼树
gjsp	浩叹
klnh	青灯
hsbw	悉听尊便
kmdy	眼拙
kmye	眼生
cbnm	齑粉
yddd	生拉硬扯
vkfm	有进无退
wslj	保皇
dsqj	抵罪
bmhs	嘉勉
vfkk	兵痞
pjmh	茅舍
slnj	口腹
ngnl	克己复礼
kksc	减号
mxkt	铜绿
xykn	巫山云雨
xsjb	宫阙
snwl	皮袋
xpyt	寒衣
sdss	手戳
vkyb	相商
bvkp	归根结蒂
lnwh	胸像
nnkm	炮眼
tywr	降龙伏虎
wnrj	僻壤
xjds	野种
lbdf	朋比为奸
lfjj	东郭
fpsg	形骸
jyqs	晒台
cjfx	离题万里
dbbg	紫貂
ktdw	不足为凭
kykx	结发夫妻
yxmv	岁寒三友
mjpv	人非草木
wgtk	业障
ggyg	水酒
gydq	贩私
vdlh	走为上计
cjkn	文饰
dffh	抚爱
hhnn	书册
ddpk	丸药
vfff	男婚女嫁
xrxx	安土重迁
mqnh	公断
wkhb	狗头军师
fphv	怒色
jrdm	门齿
xchx	巧计
yjlb	孝服
nhcm	乞怜
fkcj	小不点儿
dcxd	推究
nknv	粗笨
wrwt	倾城倾国
rnkj	声韵
xtfp	卖国求荣
fvvc	受之有愧
kwvp	夫权
lvdj	骄气
mxmd	铜锈
rbdd	赭石
ckxk	心裁
ggvy	泛泛之交
ydxs	山窝
tmxj	囚牢
wrvj	毛桃
kskk	绢丝
thtl	衬裤
bbgu	虫牙
cslb	慑服
fbwf	正比例
wbsm	俯首听命
kcfp	盖世无双
brkh	惠而不费
lfcq	胸无点墨
ptht	欢蹦乱跳
lpwb	骚货
wnfd	业精于勤
gldm	海底捞针
kfkn	威武不屈
qqcx	罢黜百家
dfly	委顿
rvls	临机应变
jdjd	物换星移
kkhy	丝弦
dcck	外心
lhlp	神色自若
hmnc	刁钻古怪
lgld	切脉
fxft	少安毋躁
tfbs	隔扇
vpxm	横肉
ngga	刨刀
nhks	复写纸
xlky	客饭
sywp	鸾凤
hhxf	书案
jlnh	明断
kjlb	蠢驴
lybl	顿首
pglh	薄礼
pgjg	莫测高深
pykj	鸡瘟
ptkc	邮车
rbch	赤忱
yvlj	反躬自问
ncrh	怎地
shsr	呼哧
xllw	寂然
kych	疾言厉色
rlmp	虎钳
dkng	气冲霄汉
qkgd	黑不溜秋
shsn	喊冤叫屈
fgvv	五短身材
sdkc	嗜杀成性
fbcm	妒恨
gmnh	水银灯
dkrm	择善而从
yyfq	言者无罪
xgpt	家贼难防
vklg	相切
kldh	威胁利诱
tlxx	阴德
ptkj	荫凉
sbhv	叩谢
pyxn	芝麻官
bkps	食不甘味
whsc	佛号
rcpn	虔敬
nkjk	粗豪
fhvx	好事之徒
gfkm	污痕
dbpc	雌蕊
xwxj	宋体字
jkhr	豪壮
fwtw	嫁狗随狗
snym	耳顺
kwdr	威信扫地
wdkj	风凉
pvhl	葬身鱼腹
ygwj	岂但
dbnr	柴米
xdww	千秋大业
qsdp	台秤
drwh	挂牵
pftq	菜圃
kxcm	凄怆
hlxg	敌害
chsr	雁过留声
pdyh	花香鸟语
chwb	惟我独尊
shvs	骨鲠在喉
vtcr	畏怯
mkkm	链轮
nrly	等腰
nmph	烦劳
lmsk	遮人耳目
vngg	枯涩
xpkd	典章
jdpk	鬼把戏
ntnq	笸箩
pjpj	若明若暗
pjnh	暮霭
hmvk	飞针走线
yygt	言出法随
dnlg	九泉
rbck	赤心
xxvb	行楷
bwrb	豺狼虎豹
cjkj	厚意
rnpj	劫数难逃
dhdl	拂拭
cmlw	怆然
kkpg	瘠薄
gmll	沁人肺腑
svmf	呼之即来
bbpw	蝴蝶花
sjkd	吃闲饭
fxcy	两重性
frry	爱斯基摩
brtn	半封建
fgfj	爱民如子
njgg	简则
kqkj	辅音
llnn	盲肠炎
nwfp	笔形
wkvl	传略
ldmk	七扭八歪
ghvm	败事有余
yhbv	出将入相
npvm	粪桶
wkdf	传抄
ppxx	蓬蓬勃勃
gvjl	浑身是胆
lkxm	神不守舍
gjhh	温书
sqxb	吊丧
ctvb	百足之虫
ynhx	老鼠过街
cpxk	怪哉
tnkj	灵牌
jkmf	暗锁
kxjw	纤毫
gdjv	浩气长存
xfsc	徽号
wxkf	偶感
sksl	昏头昏脑
twsn	附耳
wxds	曲里拐弯
rxhc	封官许愿
mndl	含笑九泉
cxgl	愤激
hntl	诈降
dbpp	雌黄
tgxm	图财害命
mfjn	余暇
dslv	积肥
lddm	的确良
vlsp	走马看花
plph	茫然若失
pjpl	葛藤
snsh	咕哝
jdlq	玉帛
drsx	末叶
lbhs	脱兔
lpgp	神汉
glfs	败絮
xnkx	官差
ksjc	经史子集
hhpl	冤孽
gdlk	忍冬
cjxk	百孔千疮
vcpj	思慕
xtbk	南回归线
scsn	号啕
knkc	辘轳
sxpg	鄙薄
snbx	耳鼓
fwvg	无风起浪
ldlk	七擒七纵
phfl	苛政
lbfh	席卷天下
dfnw	硬笔
jcdn	悲愁
fjkf	一日不见
xfwr	颠来倒去
fnsw	媚骨
gjjc	温柔敦厚
hkkh	过目成诵
fxjk	正字
kjkf	瘟病
dbjr	柴门
hgpa	负电
yyff	袅袅婷婷
kxvm	童男
vyns	板壁
lxjm	神工鬼斧
fngp	万古流芳
jkwq	魁伟
wxgh	奔泻
lfrl	胸无城府
nkmf	粗通
jytk	闻者足戒
lvnt	鼻烟
dnjc	愁闷
mdgl	贪赃
dkdm	名缰利锁
wcjk	毡子
gxnt	洞箫
bwyp	前倨后恭
hnyg	许配
knbl	熬煎
wdkx	风斗
vmpv	根苗
wgkp	风流云散
pbhf	平角
jhjg	琼浆玉液
ffks	娓娓动听
lsmx	白铜
ggql	混淆黑白
pwps	花萼
xnfd	灾殃
kxfg	春宵一刻
xfky	安如泰山
xgjw	豁亮
ntlh	答礼
slky	昏眩
chlp	忖度
dydc	永生永世
tsjk	跛子
kljs	冰肌玉骨
gysr	酒盅
dlck	愁肠百结
gfyd	淫亵
kjph	音带
ysrt	龙盘虎踞
yxcs	质点
jsxs	子丑寅卯
ccll	慢慢腾腾
klkj	纯音
fpsd	努嘴
tftq	园圃
dkpn	勤苦
kkgk	目不忍睹
gkkf	清规
tlkk	鹭鸶
hjvj	以子之矛
dgkf	怨毒
knjk	绸子
bpdd	蜡丸
ybmd	旁及
jxcr	卑怯
rnxh	监守
wnxk	假寐
qkmp	参差错落
pmvm	平方根
fvnb	画屏
dfdj	魏碑
lrkw	脚夫
pkny	英姿焕发
xdgf	直抒己见
rkcf	欺善怕恶
jjss	珠翠
xsfh	宫娥
hvhb	过谦
ggwp	洋洋大观
wxxh	便宜行事
djfq	未始
nxfn	管见
gsgg	浪迹江湖
dhtm	乘除
ymvf	交兵
gdkm	刃具
dmwf	为人作嫁
bsyq	比翼鸟
klwr	纯毛
nhqs	灯台
ftmc	天随人愿
nssm	譬喻
wnfj	风雨如晦
pqrl	苇塘
knmp	不露锋芒
fdnv	娘舅
hrpl	装蒜
drkt	挂表
pvjk	苯环
stsd	咂嘴
jltc	斑驳陆离
fvpg	一枕黄粱
mmpd	谷草
