#简词
喜欢	b
㋙	ko
㋚	pi
㋛	gi
㋜	mo
㋝	hhi
㋞	ba
㋟	lke
㋠	xje
㋡	fa
㋢	fca
㋣	cna
㋤	vke
㋥	kne
㋦	hdu
㋧	ldo
㋨	he
㋩	ma
㋪	bi
㋫	hi
㋬	du
㋭	vu
㋮	mo
㋯	mdo
㋰	qi
㋱	di
㋲	fli
㋳	hri
㋴	ko
㋵	tne
㋶	fhi
㋷	ba
㋸	je
㋹	hi
㋺	so
㋻	rhi
㋼	qje
㋽	hla
㋾	hfi
㋿	mdds
㌀	hmfc
㌁	hjhh
㌂	hkdh
㌃	hfje
㌄	wkkh
㌅	wkxj
㌆	rhhk
㌇	xmhc
㌈	xfmf
㌉	hhkm
㌊	hhfq
㌋	mvwb
㌌	mvfc
㌍	mvsf
㌎	mvsk
㌏	mvkm
㌐	qjkk
㌑	qjkf
㌒	qjkf
㌓	qjjf
㌔	qjso
㌕	qjsm
㌖	qjsj
㌗	qjsc
㌘	hfhq
㌙	hfhk
㌚	hjhs
㌛	hsfl
㌜	nhfm
㌝	kjvk
㌞	kfvu
㌟	pwhj
㌠	pkxq
㌡	gbkh
㌢	hhkx
㌣	hhkc
㌤	lkfm
㌥	xjkg
㌦	cnkj
㌧	cnkn
㌨	vkhe
㌩	hfcn
㌪	mwfa
㌫	mfhc
㌬	mffa
㌭	mfhj
㌮	bhmj
㌯	bhje
㌰	bsko
㌱	bkje
㌲	hhfc
㌳	hwfc
㌴	hfgj
㌵	hfkn
㌶	dhlj
㌷	dsba
㌸	dkbi
㌹	djfa
㌺	dkmo
㌻	dfgk
㌼	dflk
㌽	vwkc
㌾	vjcn
㌿	vkne
㍀	vkck
㍁	vfje
㍂	vfkn
㍃	mwhs
㍄	mwje
㍅	mfma
㍆	mjhi
㍇	mkgk
㍈	mdhk
㍉	mdba
㍊	mdbj
㍋	dmkn
㍌	dmck
㍍	dfcj
㍎	hrfk
㍏	hrfj
㍐	khkn
㍑	bfcj
㍒	bfhi
㍓	jbfi
㍔	jfhj
㍕	hqi
㍖	hkck
㍗	rhfc
㍻	pwbh
㍼	jdgs
㍽	wkfe
㍾	jdlq
㐀	pfi
㐁	ftme
㐂	llli
㐃	mhke
㐄	qje
㐅	di
㐆	ythi
㐇	dnhi
㐈	bdhi
㐉	hkhi
㐊	rhi
㐋	rhi
㐌	nhe
㐍	fhi
㐎	cjhi
㐏	fshi
㐐	fphi
㐑	lkkh
㐒	gshi
㐓	hksh
㐔	jhi
㐕	pghi
㐖	rshi
㐗	yvbh
㐘	nrhi
㐙	fsbh
㐚	fssh
㐛	wvsh
㐜	fgdd
㐝	dnsh
㐞	rjhi
㐟	jwhi
㐠	fjhh
㐡	dnrw
㐢	gfjh
㐣	lwbh
㐤	dnxm
㐥	qkmh
㐦	nclh
㐧	dhhh
㐨	jju
㐩	knbb
㐪	yyme
㐫	cjya
㐬	yqje
㐭	ytso
㐮	ympt
㐯	jsdj
㐰	wso
㐱	mha
㐲	wwke
㐳	wjjo
㐴	wdka
㐵	wfho
㐶	wgdo
㐷	wlro
㐸	wtje
㐹	wdje
㐺	wwme
㐻	wxme
㐼	whpi
㐽	wwdi
㐾	wfjj
㐿	wsdo
㑀	wwdu
㑁	wyya
㑂	wfxm
㑃	wqmv
㑄	wfro
㑅	wnla
㑆	wsje
㑇	whtn
㑈	wlfk
㑉	wwfd
㑊	wsgu
㑋	wwje
㑌	wtja
㑍	wgma
㑎	wyyd
㑏	wxhc
㑐	wlfk
㑑	wlke
㑒	tlme
㑓	wqvp
㑔	wmgu
㑕	wydk
㑖	wwsr
㑗	wvdo
㑘	wkpi
㑙	wshi
㑚	whqt
㑛	wvso
㑜	wdvn
㑝	wjpi
㑞	wnpi
㑟	wvfm
㑠	wrpr
㑡	wmbn
㑢	wrqb
㑣	wvvu
㑤	wpvm
㑥	wjnh
㑦	wbwa
㑧	wdjk
㑨	wsxd
㑩	wqdk
㑪	wcbk
㑫	wmdc
㑬	wfnw
㑭	wvji
㑮	whbc
㑯	wrgu
㑰	wskd
㑱	wjhv
㑲	wxxk
㑳	wnyy
㑴	wthp
㑵	wkxd
㑶	wdnr
㑷	wqlb
㑸	wnhs
㑹	mfpj
㑺	wcmq
㑻	wxcy
㑼	wvls
㑽	wfru
㑾	wlya
㑿	wyjv
㒀	wybn
㒁	wtrk
㒂	wpyj
㒃	wlky
㒄	wlwn
㒅	wydt
㒆	wtss
㒇	wnpn
㒈	whsl
㒉	wfvu
㒊	wgdd
㒋	wrvn
㒌	wnnw
㒍	wqqt
㒎	wfwj
㒏	wxpk
㒐	wnnj
㒑	wtgc
㒒	wwkm
㒓	wrkv
㒔	wqnb
㒕	wykc
㒖	wpxg
㒗	wpkf
㒘	wqpk
㒙	wtlq
㒚	wfxc
㒛	wssc
㒜	wncm
㒝	wpqd
㒞	wycx
㒟	wyct
㒠	wcdf
㒡	wfrt
㒢	wtnc
㒣	wlwc
㒤	wsss
㒥	wygb
㒦	wvvr
㒧	wcyc
㒨	wnqg
㒩	wskb
㒪	mqqk
㒫	tnje
㒬	fjja
㒭	sjsj
㒮	fjkd
㒯	fkjx
㒰	bdxo
㒱	bddk
㒲	bdjd
㒳	xnrb
㒴	bdyy
㒵	lsma
㒶	mlsi
㒷	xnmm
㒸	bkdo
㒹	xkmm
㒺	xnbh
㒻	xnkp
㒼	pfqb
㒽	xnkg
㒾	xnkh
㒿	xnkc
㓀	hcna
㓁	hje
㓂	hfjf
㓃	hyhl
㓄	qqqj
㓅	knhk
㓆	knmb
㓇	knvg
㓈	kndd
㓉	knhd
㓊	knxs
㓋	knpm
㓌	knmj
㓍	knyj
㓎	kntp
㓏	knxs
㓐	knrr
㓑	knrk
㓒	knld
㓓	knxk
㓔	knvh
㓕	knkn
㓖	knjx
㓗	kngt
㓘	wnfd
㓙	cjya
㓚	xgke
㓛	xga
㓜	qgga
㓝	knbg
㓞	gga
㓟	sngk
㓠	cnsg
㓡	rwgk
㓢	lksg
㓣	tlgk
㓤	rsgk
㓥	fktg
㓦	cjgk
㓧	mdhg
㓨	wkmg
㓩	hfgk
㓪	dmga
㓫	wkfg
㓬	bkgg
㓭	jdng
㓮	nrsg
㓯	ycvg
㓰	fpyg
㓱	mflg
㓲	blng
㓳	jdfg
㓴	rnwg
㓵	ssfg
㓶	ggwg
㓷	lkvg
㓸	hhfg
㓹	cnng
㓺	rlcg
㓻	qjfg
㓼	vmgg
㓽	ydxg
㓾	ndgg
㓿	dlmg
㔀	jdjg
㔁	gfsg
㔂	nrdg
㔃	thvg
㔄	yngk
㔅	tnkg
㔆	twjg
㔇	ghwg
㔈	pjgk
㔉	ndhg
㔊	ytsg
㔋	qnqg
㔌	snpg
㔍	nkpg
㔎	yclg
㔏	dddg
㔐	nfjg
㔑	plkg
㔒	ydcg
㔓	xjmv
㔔	mvss
㔕	djmv
㔖	mvsh
㔗	hwbm
㔘	ycym
㔙	bpmv
㔚	hdmv
㔛	rsmv
㔜	fjmv
㔝	fqbm
㔞	xjhm
㔟	yddm
㔠	jdnm
㔡	qdbm
㔢	thvm
㔣	vmvm
㔤	xhnm
㔥	qjqm
㔦	bkdm
㔧	rlvm
㔨	nhbl
㔩	nrqq
㔪	ncvi
㔫	vkbi
㔬	bda
㔭	bjfd
㔮	pfsb
㔯	twws
㔰	twdc
㔱	twnm
㔲	twbd
㔳	twbw
㔴	twvm
㔵	twgm
㔶	twky
㔷	twfm
㔸	twyr
㔹	xmvi
㔺	xxhi
㔻	ksxi
㔼	dcxi
㔽	cnts
㔾	gne
㔿	fyu
㕀	pggn
㕁	dvqb
㕂	cmdh
㕃	cfpi
㕄	cfqg
㕅	cxne
㕆	cnwi
㕇	ckvi
㕈	cyto
㕉	ctla
㕊	cqu
㕋	cqi
㕌	cjfh
㕍	cci
㕎	crqq
㕏	cfsx
㕐	cnnn
㕑	cbhc
㕒	ckhk
㕓	cqru
㕔	csjc
㕕	qqi
㕖	qqqv
㕗	kghq
㕘	qqqf
㕙	qmld
㕚	pddu
㕛	ppe
㕜	srpe
㕝	nwpe
㕞	ndqp
㕟	cnnp
㕠	kncp
㕡	cnhp
㕢	cnhp
㕣	mso
㕤	sdne
㕥	sme
㕦	swke
㕧	sndo
㕨	swdu
㕩	sge
㕪	shje
㕫	smwo
㕬	smqi
㕭	svgu
㕮	smdi
㕯	xnms
㕰	swro
㕱	sygu
㕲	svu
㕳	sdya
㕴	shwn
㕵	sja
㕶	sfsj
㕷	slsi
㕸	skvi
㕹	svpd
㕺	sscj
㕻	dkso
㕼	sndh
㕽	shdm
㕾	fksb
㕿	dlso
㖀	stqj
㖁	sdvq
㖂	sphe
㖃	syfs
㖄	sfyc
㖅	skfi
㖆	swje
㖇	srne
㖈	yvbs
㖉	smdk
㖊	sthc
㖋	mbsb
㖌	wdsb
㖍	knxb
㖎	sbmb
㖏	sjru
㖐	ssth
㖑	skpi
㖒	sbhh
㖓	slge
㖔	svso
㖕	skka
㖖	kkso
㖗	symh
㖘	sccu
㖙	mvsb
㖚	whsb
㖛	nwsb
㖜	jsbi
㖝	djsb
㖞	ssxm
㖟	sfhp
㖠	swld
㖡	sywd
㖢	sldb
㖣	skso
㖤	shgy
㖥	stdl
㖦	svjd
㖧	sslj
㖨	stgi
㖩	sspe
㖪	sksf
㖫	srml
㖬	snpe
㖭	sfwd
㖮	smfn
㖯	xnfb
㖰	sbxs
㖱	ywds
㖲	fssb
㖳	gfsb
㖴	spnh
㖵	skma
㖶	syru
㖷	sjfd
㖸	srtn
㖹	smgq
㖺	skjd
㖻	sjhv
㖼	spkv
㖽	srgu
㖾	ssby
㖿	sstu
㗀	syqq
㗁	sssc
㗂	sfhk
㗃	sglj
㗄	sqmw
㗅	snle
㗆	sdwi
㗇	snkp
㗈	smfm
㗉	ggls
㗊	ssss
㗋	shcx
㗌	sxfk
㗍	sdjd
㗎	smsv
㗏	skfe
㗐	swdq
㗑	ssfg
㗒	sjto
㗓	slvo
㗔	srcj
㗕	spxr
㗖	sfnu
㗗	smjx
㗘	sqhc
㗙	snyy
㗚	syvu
㗛	snvg
㗜	syqv
㗝	skns
㗞	sdsn
㗟	gdjb
㗠	fqsb
㗡	pwmb
㗢	sxxm
㗣	spfq
㗤	kjls
㗥	sjjt
㗦	sssr
㗧	sxfk
㗨	twxs
㗩	sssl
㗪	sdbt
㗫	sgld
㗬	fddd
㗭	shnc
㗮	dksm
㗯	yvjb
㗰	sxmd
㗱	scvu
㗲	strf
㗳	sntl
㗴	smle
㗵	snnt
㗶	sghw
㗷	sxpg
㗸	sxrx
㗹	scck
㗺	sfwj
㗻	ssvo
㗼	swkm
㗽	khds
㗾	sdwb
㗿	smhs
㘀	snnr
㘁	sqrk
㘂	sbqc
㘃	spvc
㘄	svqm
㘅	sxqx
㘆	srsf
㘇	snnv
㘈	sbxd
㘉	snmb
㘊	snya
㘋	sqpy
㘌	srkg
㘍	sfck
㘎	sjhl
㘏	blvb
㘐	scyd
㘑	srlt
㘒	dlxb
㘓	smvb
㘔	sxpy
㘕	spqq
㘖	skhr
㘗	skkc
㘘	ytts
㘙	sssl
㘚	smhl
㘛	stkb
㘜	cycs
㘝	tjpe
㘞	tjmv
㘟	tjpi
㘠	tjch
㘡	tjxn
㘢	tjfj
㘣	tjsl
㘤	tjgf
㘥	tjft
㘦	rmvi
㘧	rju
㘨	rxme
㘩	rbbi
㘪	rwro
㘫	rkbo
㘬	rnqi
㘭	rqhi
㘮	rndu
㘯	rnmv
㘰	rkxi
㘱	rxru
㘲	rndn
㘳	hbru
㘴	smru
㘵	rvqn
㘶	dkqr
㘷	rpdi
㘸	fdbr
㘹	dkbr
㘺	rwkw
㘻	rtwk
㘼	rycj
㘽	xkru
㘾	rxfh
㘿	rjru
㙀	rxdn
㙁	rnfr
㙂	rbsj
㙃	rvfm
㙄	rbbr
㙅	rsvu
㙆	rxvq
㙇	rkdu
㙈	rrla
㙉	rxpm
㙊	rvcu
㙋	rrje
㙌	rtbm
㙍	rppp
㙎	rkff
㙏	rnjl
㙐	ryrn
㙑	hsxr
㙒	vmjr
㙓	rrrr
㙔	rssq
㙕	rvle
㙖	rhsl
㙗	rvto
㙘	ryfu
㙙	gyhr
㙚	rkjq
㙛	rqhc
㙜	jwru
㙝	rmml
㙞	rlvu
㙟	rdml
㙠	twxr
㙡	rxmd
㙢	rpfb
㙣	rhvc
㙤	rrhh
㙥	rymt
㙦	mfvr
㙧	rjtv
㙨	rqqm
㙩	rwbf
㙪	rrhb
㙫	rcvu
㙬	vvwr
㙭	rcbt
㙮	rntl
㙯	rmrq
㙰	hfgr
㙱	scrr
㙲	rykc
㙳	rkfc
㙴	rhcy
㙵	rjru
㙶	jfru
㙷	rjqn
㙸	rwwk
㙹	rpqd
㙺	rtsy
㙻	rlxr
㙼	rvvv
㙽	rwcj
㙾	rndj
㙿	rkdm
㚀	rrfk
㚁	rrrj
㚂	rxst
㚃	rhdb
㚄	rhvd
㚅	lkfy
㚆	yjlk
㚇	dyml
㚈	dkxi
㚉	mqdd
㚊	dkdg
㚋	dkds
㚌	dkdv
㚍	dkdy
㚎	wkya
㚏	wkpi
㚐	wkwk
㚑	tnwk
㚒	wkbb
㚓	wkvu
㚔	wkko
㚕	wkhb
㚖	lswk
㚗	wkkj
㚘	kwkw
㚙	mvsw
㚚	wkds
㚛	wkbj
㚜	wkkf
㚝	wkwr
㚞	wkvv
㚟	hsbw
㚠	wkkn
㚡	wkhs
㚢	wfu
㚣	ffu
㚤	flgu
㚥	ffho
㚦	fji
㚧	flwi
㚨	fhxi
㚩	fxkn
㚪	fwro
㚫	fmdu
㚬	fnkn
㚭	fygu
㚮	fhwn
㚯	fwdi
㚰	fkfi
㚱	fvfi
㚲	fcso
㚳	fmso
㚴	fvqn
㚵	flkn
㚶	fnko
㚷	fmfk
㚸	fhfs
㚹	fsro
㚺	fmjk
㚻	vmfu
㚼	fvme
㚽	xcfu
㚾	fsje
㚿	fngd
㛀	fhtn
㛁	fpba
㛂	fyva
㛃	ggfu
㛄	fyto
㛅	fsne
㛆	fmvu
㛇	flru
㛈	fycj
㛉	fyi
㛊	fwvu
㛋	fmfd
㛌	fqjq
㛍	fwmm
㛎	fsso
㛏	ffgd
㛐	ffjd
㛑	cndf
㛒	ffsb
㛓	fdvq
㛔	flge
㛕	fsva
㛖	fqml
㛗	fmmr
㛘	fxhj
㛙	fkka
㛚	fmfo
㛛	fvdo
㛜	wrlf
㛝	fysi
㛞	fjpi
㛟	fhxw
㛠	fjjd
㛡	fxfj
㛢	fdmq
㛣	fsgs
㛤	ffxx
㛥	fgjd
㛦	fvvu
㛧	fydd
㛨	fkhi
㛩	fyql
㛪	fwpa
㛫	fjnh
㛬	frmr
㛭	fpjd
㛮	fxnp
㛯	fhsm
㛰	fglj
㛱	fvto
㛲	frgu
㛳	ybhf
㛴	fyqd
㛵	ffxr
㛶	fyvn
㛷	dlyf
㛸	fbke
㛹	fwfd
㛺	fkjd
㛻	fwrr
㛼	fxnu
㛽	fxnr
㛾	fkfs
㛿	fphq
㜀	fvkr
㜁	fvjf
㜂	rrhf
㜃	fwya
㜄	fwwo
㜅	fyqv
㜆	fnvo
㜇	frrc
㜈	jhlf
㜉	fysv
㜊	fnpt
㜋	fbmq
㜌	kffu
㜍	flts
㜎	ffqw
㜏	fsys
㜐	fyfb
㜑	gqfu
㜒	fnpi
㜓	fptl
㜔	fksj
㜕	fbvo
㜖	fwjd
㜗	fqqh
㜘	frkj
㜙	fnvi
㜚	fxwj
㜛	fbtj
㜜	fknl
㜝	fmdj
㜞	bcvf
㜟	fhsl
㜠	fyci
㜡	fxmd
㜢	fsxf
㜣	flwn
㜤	fyda
㜥	fqys
㜦	ftxh
㜧	fcbt
㜨	fngj
㜩	fqnw
㜪	kvvf
㜫	fxfw
㜬	fhcy
㜭	ffvm
㜮	fqnq
㜯	fqgn
㜰	flqv
㜱	fvvy
㜲	flfu
㜳	fyqt
㜴	fpqk
㜵	fyct
㜶	fhsd
㜷	hwff
㜸	plkf
㜹	fkkc
㜺	fjjy
㜻	fytc
㜼	fvvk
㜽	ycjk
㜾	jkmb
㜿	jkju
㝀	frjk
㝁	njjk
㝂	jkdv
㝃	jkhj
㝄	jjly
㝅	kfjk
㝆	jkbs
㝇	jjjj
㝈	yttj
㝉	xfi
㝊	xpe
㝋	xjvi
㝌	xhdu
㝍	xcfi
㝎	xvi
㝏	xmbo
㝐	xkqi
㝑	xmwo
㝒	xnwi
㝓	xtla
㝔	xymd
㝕	xcpe
㝖	xddk
㝗	xdmw
㝘	xya
㝙	xjfm
㝚	xhdy
㝛	xwfm
㝜	xpjd
㝝	xvvu
㝞	xfjo
㝟	xfpn
㝠	xjym
㝡	xspe
㝢	xhsl
㝣	xggw
㝤	xpxr
㝥	xknr
㝦	xcmq
㝧	xfmr
㝨	xrst
㝩	xlti
㝪	xrkd
㝫	xtly
㝬	xgsk
㝭	xcjy
㝮	xyyp
㝯	xvss
㝰	xlxm
㝱	xkpd
㝲	xkpq
㝳	vdu
㝴	fjhc
㝵	jdfh
㝶	qjjh
㝷	tnxh
㝸	fklj
㝹	fkhd
㝺	btrh
㝻	dwkh
㝼	yfho
㝽	ygi
㝾	yvxo
㝿	ysna
㞀	yvno
㞁	yjbi
㞂	yffu
㞃	mmsy
㞄	ywpa
㞅	yjvu
㞆	ywhs
㞇	yvto
㞈	ybnc
㞉	ykxo
㞊	ycyy
㞋	ndpe
㞌	ndjk
㞍	nddd
㞎	ndva
㞏	ndhv
㞐	ndkv
㞑	ndkh
㞒	ndlk
㞓	ndbj
㞔	nddd
㞕	ndml
㞖	ndvx
㞗	ndfd
㞘	ndkd
㞙	ndwg
㞚	ndxn
㞛	ndxj
㞜	ndxf
㞝	kjln
㞞	ndxd
㞟	ndbw
㞠	ndwf
㞡	ndxt
㞢	ycfi
㞣	ycmg
㞤	ydme
㞥	ydbd
㞦	ydwn
㞧	ydmq
㞨	ydjk
㞩	ydwd
㞪	tnyd
㞫	ydvi
㞬	ydxo
㞭	wkyd
㞮	ydhd
㞯	gnyd
㞰	ydnx
㞱	ydjd
㞲	ydsr
㞳	ydkx
㞴	ydsl
㞵	ydcj
㞶	ydcj
㞷	ycja
㞸	ydks
㞹	ydhs
㞺	ydxd
㞻	ydsc
㞼	hgyd
㞽	ydkh
㞾	ydnb
㞿	ydrd
㟀	dlyd
㟁	ydcp
㟂	ydfr
㟃	ydhs
㟄	ydkg
㟅	yddj
㟆	ydwx
㟇	ydmr
㟈	ydfd
㟉	ydxj
㟊	ydfj
㟋	ydbj
㟌	ydyh
㟍	yddm
㟎	ydff
㟏	ydms
㟐	ydpl
㟑	ydxj
㟒	ydts
㟓	yddq
㟔	ydms
㟕	ydsx
㟖	ydjp
㟗	ydmg
㟘	ydns
㟙	ydpj
㟚	vxpy
㟛	yddk
㟜	ydhf
㟝	ydks
㟞	ydkk
㟟	ydpg
㟠	ydxy
㟡	ydbg
㟢	ydws
㟣	ydvq
㟤	ydtg
㟥	ydqh
㟦	ydhb
㟧	ydsc
㟨	ydyr
㟩	gdly
㟪	ydvt
㟫	ydlg
㟬	ydnp
㟭	ydgj
㟮	ydxw
㟯	ydxs
㟰	ydhm
㟱	ydkn
㟲	ydcf
㟳	ydyv
㟴	ydji
㟵	ydqf
㟶	ydcf
㟷	ydpt
㟸	ydlx
㟹	ydss
㟺	ydsf
㟻	bcvy
㟼	ydkl
㟽	ydyl
㟾	ydll
㟿	ydpp
㠀	xqyd
㠁	ydqh
㠂	ydkl
㠃	ydyn
㠄	ydsl
㠅	ydxl
㠆	ydsx
㠇	ydjy
㠈	ydmj
㠉	ydkx
㠊	ydrw
㠋	ydsc
㠌	ydrt
㠍	ydcv
㠎	ydcv
㠏	ydpx
㠐	ydvs
㠑	ydqj
㠒	ydyg
㠓	ydpk
㠔	ydnk
㠕	ydtj
㠖	ydkk
㠗	ydqw
㠘	ydnm
㠙	ydjk
㠚	ydwh
㠛	ydpp
㠜	ydbd
㠝	ydky
㠞	xfjy
㠟	yddg
㠠	ydrq
㠡	ydyt
㠢	ydjt
㠣	ydcd
㠤	ydjt
㠥	ydvr
㠦	ydyb
㠧	ydyj
㠨	ydvh
㠩	mhje
㠪	fla
㠫	xwdk
㠬	xskw
㠭	xxxx
㠮	bwjx
㠯	ndko
㠰	mvsg
㠱	gnrj
㠲	qnbi
㠳	bdqn
㠴	qngd
㠵	ljqn
㠶	qnhw
㠷	qnmd
㠸	qnkw
㠹	qnmb
㠺	qnfh
㠻	yvqn
㠼	qnvn
㠽	qnlk
㠾	dkgq
㠿	dkbq
㡀	bqma
㡁	qnwc
㡂	fdgq
㡃	qnmj
㡄	qnnj
㡅	qndd
㡆	qnlj
㡇	qnsh
㡈	qnhj
㡉	qnhq
㡊	qnhn
㡋	qnwp
㡌	qnxl
㡍	lswq
㡎	qnqh
㡏	qnmg
㡐	qnbg
㡑	dlnq
㡒	qnyk
㡓	qnhb
㡔	jhlq
㡕	qnpw
㡖	qnxx
㡗	qnyr
㡘	qnbm
㡙	qnqb
㡚	qnpr
㡛	qnpj
㡜	qngl
㡝	qnlv
㡞	qnsf
㡟	qnwj
㡠	qngb
㡡	qnch
㡢	qnjm
㡣	ybhb
㡤	qnwm
㡥	qnfc
㡦	qnxy
㡧	qnxb
㡨	qnmf
㡩	yttq
㡪	qnfl
㡫	qgjh
㡬	qgqn
㡭	qgqh
㡮	qgqd
㡯	lwhl
㡰	lwfh
㡱	lwhd
㡲	lwkw
㡳	lwsl
㡴	lwkv
㡵	lwmm
㡶	lwsm
㡷	lwvf
㡸	lwnc
㡹	lwkj
㡺	lwjf
㡻	lwsr
㡼	lwph
㡽	lwtq
㡾	lwmw
㡿	lwby
㢀	lwvx
㢁	lwdd
㢂	lwlk
㢃	lwdm
㢄	lwfb
㢅	lwjp
㢆	lwxv
㢇	lwya
㢈	lwci
㢉	lwdl
㢊	lwws
㢋	lwwd
㢌	lwts
㢍	lwpw
㢎	lwxn
㢏	lwmg
㢐	lwsa
㢑	lwcx
㢒	lwrk
㢓	lwkd
㢔	lwxd
㢕	lwkc
㢖	lwhv
㢗	lwvs
㢘	lwbn
㢙	lwdm
㢚	lwrm
㢛	lwta
㢜	lwpc
㢝	lwxd
㢞	lwsm
㢟	dkyi
㢠	xnsy
㢡	klhp
㢢	fdlp
㢣	pnsp
㢤	xlna
㢥	xnfl
㢦	hksl
㢧	hwfi
㢨	hwpw
㢩	hwnd
㢪	hwfc
㢫	hwyd
㢬	hwvq
㢭	hwcp
㢮	hwnh
㢯	hwgl
㢰	hwsn
㢱	hwqf
㢲	hwhm
㢳	hwnt
㢴	hwtd
㢵	hwtl
㢶	hwcj
㢷	hwyd
㢸	hwhl
㢹	hwkk
㢺	hwkf
㢻	hwdf
㢼	hwbm
㢽	hwsh
㢾	hwyr
㢿	hwwx
㣀	hwxm
㣁	hwpf
㣂	hwfr
㣃	hwyh
㣄	hwgv
㣅	hwtj
㣆	hwfj
㣇	snhq
㣈	snhq
㣉	xha
㣊	lkha
㣋	pyha
㣌	cnsh
㣍	qsha
㣎	lsfh
㣏	wkdh
㣐	lsgh
㣑	lwth
㣒	bjjh
㣓	cndh
㣔	xhke
㣕	xwke
㣖	xwdu
㣗	xvla
㣘	xnso
㣙	xpgu
㣚	xxfs
㣛	xtla
㣜	xfpg
㣝	xkvk
㣞	xmqj
㣟	xrso
㣠	xrlk
㣡	xwsr
㣢	xbhh
㣣	xwbb
㣤	xkkw
㣥	xwrh
㣦	xdfu
㣧	xqlh
㣨	xfnw
㣩	xvvu
㣪	xfpp
㣫	xxxv
㣬	xssn
㣭	xdyl
㣮	xxxk
㣯	xnfl
㣰	xhnc
㣱	xkys
㣲	xfso
㣳	xnpn
㣴	xpkm
㣵	xrkv
㣶	xytf
㣷	xxch
㣸	xwky
㣹	xlwc
㣺	cdu
㣻	dcka
㣼	cgdu
㣽	fcka
㣾	cpdu
㣿	cndu
㤀	bdhc
㤁	fwck
㤂	mqdc
㤃	cmwo
㤄	cfqn
㤅	twjc
㤆	cype
㤇	cvgu
㤈	ccka
㤉	cbgu
㤊	cddi
㤋	cmga
㤌	cpkn
㤍	xcck
㤎	mvsc
㤏	clkn
㤐	cnsc
㤑	cvso
㤒	cwxi
㤓	cvfi
㤔	cwhc
㤕	cyya
㤖	cxhk
㤗	kkfd
㤘	chtn
㤙	tjkc
㤚	cxxc
㤛	cwgd
㤜	ckdu
㤝	cyqj
㤞	cxhl
㤟	wjck
㤠	fdgc
㤡	cfdg
㤢	cvle
㤣	bpck
㤤	cjdi
㤥	cgla
㤦	cfsd
㤧	cyfs
㤨	cpma
㤩	lksc
㤪	fdgc
㤫	vklc
㤬	crru
㤭	cvbo
㤮	wjjc
㤯	cxms
㤰	wncc
㤱	cfsb
㤲	wkmc
㤳	ckso
㤴	cshi
㤵	jklc
㤶	cyha
㤷	cmds
㤸	crbm
㤹	cfgd
㤺	clje
㤻	srdc
㤼	crqm
㤽	cghc
㤾	chmv
㤿	cwpa
㥀	cxko
㥁	xqhc
㥂	cjfh
㥃	cmro
㥄	crml
㥅	cfhp
㥆	cti
㥇	ckkw
㥈	qncc
㥉	ckso
㥊	clle
㥋	wytc
㥌	cnnr
㥍	crje
㥎	dlnc
㥏	cxpm
㥐	mfsc
㥑	clhc
㥒	cfvu
㥓	cwhs
㥔	cyql
㥕	nnck
㥖	nymc
㥗	cjcj
㥘	crqd
㥙	csrc
㥚	cnme
㥛	cjsf
㥜	cvle
㥝	chsn
㥞	cbkd
㥟	cskd
㥠	chdl
㥡	cnbv
㥢	cbjg
㥣	wkrc
㥤	jhmc
㥥	cxgu
㥦	twwc
㥧	crgu
㥨	frrc
㥩	cyjd
㥪	cnfu
㥫	cjjd
㥬	cybm
㥭	ckgi
㥮	cnyy
㥯	fxtc
㥰	cnrp
㥱	ctjw
㥲	xkmc
㥳	cclf
㥴	cyrl
㥵	ctkd
㥶	xpmc
㥷	lwwc
㥸	gdlc
㥹	nrmc
㥺	crqq
㥻	kjdc
㥼	cfcn
㥽	ckys
㥾	ctps
㥿	knlc
㦀	clgv
㦁	bcvc
㦂	fdqc
㦃	ckhy
㦄	yrck
㦅	cpfq
㦆	crhh
㦇	cnvi
㦈	ckqr
㦉	crhb
㦊	cppx
㦋	cwyj
㦌	wrwc
㦍	cssy
㦎	ctrf
㦏	cggm
㦐	clky
㦑	chsl
㦒	cqya
㦓	clwn
㦔	jdlc
㦕	ctly
㦖	cmck
㦗	cvvl
㦘	lsmc
㦙	cxck
㦚	kkck
㦛	nclc
㦜	cpcp
㦝	bklc
㦞	rhxc
㦟	bkxc
㦠	cwkh
㦡	clqv
㦢	cnmb
㦣	xssc
㦤	rhfc
㦥	cxgc
㦦	cmnj
㦧	cjjj
㦨	cmvb
㦩	ctfc
㦪	cynp
㦫	cjjy
㦬	cqtc
㦭	cnsm
㦮	knkw
㦯	kwqf
㦰	mmkw
㦱	fkru
㦲	xkna
㦳	xkru
㦴	kwls
㦵	jqmk
㦶	kwfk
㦷	mfkw
㦸	cndk
㦹	jdfk
㦺	cchk
㦻	sslk
㦼	kknk
㦽	vkly
㦾	blhe
㦿	blvu
㧀	blmd
㧁	blrq
㧂	blvm
㧃	dyu
㧄	dya
㧅	dga
㧆	dqne
㧇	dxfi
㧈	dhwi
㧉	ddje
㧊	dfqn
㧋	dwa
㧌	dwro
㧍	dmwo
㧎	dbgu
㧏	dxdi
㧐	dppe
㧑	ddmd
㧒	dxka
㧓	dfwi
㧔	dkjo
㧕	dsro
㧖	dbhi
㧗	ddbi
㧘	dkbs
㧙	dche
㧚	dpjo
㧛	rnsd
㧜	dtqn
㧝	mvss
㧞	dxpe
㧟	dgtw
㧠	dqfk
㧡	dgla
㧢	dtwk
